kept,dropped
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_pctchg3,macro_year_end_urban_non_private_employees_10k_yoy_pctchg3
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_pctchg3,macro_tertiary_industry_development_gdp_share_yoy_pctchg3
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_pctchg3,macro_secondary_industry_percent_yoy_pctchg3
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_diff12,macro_year_end_urban_non_private_employees_10k_yoy_pctchg12
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_diff12,macro_secondary_industry_percent_yoy_diff12
macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_pctchg12,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_interp_pctchg12
macro_general_public_budget_revenue_100m_interp_diff1,macro_secondary_industry_development_gdp_share_interp_pctchg1
macro_general_public_budget_revenue_100m_interp_pctchg1,macro_general_public_budget_revenue_100m_interp_diff1
macro_general_public_budget_revenue_100m_interp_diff3,macro_secondary_industry_development_gdp_share_interp_pctchg3
macro_general_public_budget_revenue_100m_interp_diff3,macro_secondary_industry_development_gdp_share_yoy_pctchg3
macro_general_public_budget_revenue_100m_interp_pctchg3,macro_general_public_budget_revenue_100m_interp_diff3
macro_general_public_budget_revenue_100m_interp_diff12,macro_secondary_industry_development_gdp_share_yoy_pctchg12
macro_general_public_budget_revenue_100m_interp_diff12,macro_secondary_industry_percent_yoy_pctchg12
macro_general_public_budget_revenue_100m_interp_pctchg12,macro_general_public_budget_revenue_100m_interp_diff12
macro_general_public_budget_revenue_100m_yoy_diff1,macro_national_economic_primacy_yoy_pctchg1
macro_general_public_budget_revenue_100m_yoy_diff1,macro_tertiary_industry_development_gdp_share_interp_pctchg1
macro_general_public_budget_revenue_100m_yoy_pctchg1,macro_general_public_budget_revenue_100m_interp_pctchg1
macro_general_public_budget_revenue_100m_yoy_diff3,macro_national_economic_primacy_yoy_pctchg3
macro_general_public_budget_revenue_100m_yoy_diff3,macro_tertiary_industry_development_gdp_share_interp_pctchg3
macro_general_public_budget_revenue_100m_yoy_pctchg3,macro_general_public_budget_revenue_100m_interp_pctchg3
macro_general_public_budget_revenue_100m_yoy_pctchg12,macro_general_public_budget_revenue_100m_interp_pctchg12
macro_personal_income_tax_100m_interp_pctchg1,macro_personal_income_tax_100m_interp_diff1
macro_personal_income_tax_100m_interp_pctchg3,macro_personal_income_tax_100m_interp_diff3
macro_personal_income_tax_100m_interp_diff12,macro_general_public_budget_revenue_100m_yoy_pctchg12
macro_personal_income_tax_100m_interp_pctchg12,macro_personal_income_tax_100m_interp_diff12
macro_personal_income_tax_100m_yoy_diff1,macro_primary_industry_percent_yoy_pctchg1
macro_personal_income_tax_100m_yoy_diff1,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_diff1
macro_personal_income_tax_100m_yoy_pctchg1,macro_general_public_budget_revenue_100m_yoy_pctchg1
macro_personal_income_tax_100m_yoy_diff3,macro_primary_industry_percent_yoy_pctchg3
macro_personal_income_tax_100m_yoy_diff3,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_diff3
macro_personal_income_tax_100m_yoy_pctchg3,macro_general_public_budget_revenue_100m_yoy_pctchg3
macro_personal_income_tax_100m_yoy_diff12,macro_primary_industry_percent_yoy_pctchg12
macro_personal_income_tax_100m_yoy_diff12,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_diff12
macro_personal_income_tax_100m_yoy_pctchg12,macro_personal_income_tax_100m_interp_pctchg12
macro_per_capita_personal_income_tax_yuan_interp_diff1,macro_personal_income_tax_100m_interp_pctchg1
macro_per_capita_personal_income_tax_yuan_interp_pctchg1,macro_per_capita_personal_income_tax_yuan_interp_diff1
macro_per_capita_personal_income_tax_yuan_interp_diff3,macro_personal_income_tax_100m_interp_pctchg3
macro_per_capita_personal_income_tax_yuan_interp_pctchg3,macro_per_capita_personal_income_tax_yuan_interp_diff3
macro_per_capita_personal_income_tax_yuan_interp_diff12,macro_personal_income_tax_100m_yoy_pctchg12
macro_per_capita_personal_income_tax_yuan_interp_pctchg12,macro_per_capita_personal_income_tax_yuan_interp_diff12
macro_per_capita_personal_income_tax_yuan_yoy_diff1,macro_personal_income_tax_100m_yoy_diff1
macro_per_capita_personal_income_tax_yuan_yoy_pctchg1,macro_personal_income_tax_100m_yoy_pctchg1
macro_per_capita_personal_income_tax_yuan_yoy_diff3,macro_personal_income_tax_100m_yoy_diff3
macro_per_capita_personal_income_tax_yuan_yoy_pctchg3,macro_personal_income_tax_100m_yoy_pctchg3
macro_per_capita_personal_income_tax_yuan_yoy_diff12,macro_personal_income_tax_100m_yoy_diff12
macro_per_capita_personal_income_tax_yuan_yoy_pctchg12,macro_per_capita_personal_income_tax_yuan_interp_pctchg12
macro_general_public_budget_expenditure_100m_interp_diff1,macro_gdp_per_capita_yuan_yoy_pctchg1
macro_general_public_budget_expenditure_100m_interp_pctchg1,macro_per_capita_personal_income_tax_yuan_yoy_diff1
macro_general_public_budget_expenditure_100m_interp_pctchg1,macro_general_public_budget_expenditure_100m_interp_diff1
macro_general_public_budget_expenditure_100m_interp_diff3,macro_gdp_per_capita_yuan_yoy_pctchg3
macro_general_public_budget_expenditure_100m_interp_diff3,macro_per_capita_personal_income_tax_yuan_yoy_diff3
macro_general_public_budget_expenditure_100m_interp_pctchg3,macro_general_public_budget_expenditure_100m_interp_diff3
macro_general_public_budget_expenditure_100m_interp_diff12,macro_per_capita_personal_income_tax_yuan_yoy_diff12
macro_general_public_budget_expenditure_100m_interp_pctchg12,macro_general_public_budget_expenditure_100m_interp_diff12
macro_general_public_budget_expenditure_100m_yoy_diff12,macro_gdp_population_ratio_interp_pctchg12
macro_general_public_budget_expenditure_100m_yoy_pctchg12,macro_per_capita_personal_income_tax_yuan_yoy_pctchg12
macro_total_retail_sales_of_consumer_goods_100m_interp_pctchg1,macro_total_retail_sales_of_consumer_goods_100m_interp_diff1
macro_total_retail_sales_of_consumer_goods_100m_interp_diff3,macro_per_capita_personal_income_tax_yuan_yoy_pctchg3
macro_total_retail_sales_of_consumer_goods_100m_interp_pctchg3,macro_total_retail_sales_of_consumer_goods_100m_interp_diff3
macro_total_retail_sales_of_consumer_goods_100m_interp_diff12,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_pctchg12
macro_total_retail_sales_of_consumer_goods_100m_interp_pctchg12,macro_total_retail_sales_of_consumer_goods_100m_interp_diff12
macro_total_retail_sales_of_consumer_goods_100m_yoy_diff1,macro_per_capita_personal_income_tax_yuan_yoy_pctchg1
macro_total_retail_sales_of_consumer_goods_100m_yoy_pctchg1,macro_per_capita_personal_income_tax_yuan_interp_pctchg1
macro_total_retail_sales_of_consumer_goods_100m_yoy_pctchg3,macro_per_capita_personal_income_tax_yuan_interp_pctchg3
macro_total_retail_sales_of_consumer_goods_100m_yoy_diff12,macro_total_retail_sales_of_consumer_goods_100m_interp_pctchg12
macro_total_retail_sales_of_consumer_goods_100m_yoy_pctchg12,macro_general_public_budget_expenditure_100m_yoy_pctchg12
macro_retail_sales_growth_rate_interp_diff1,macro_total_retail_sales_of_consumer_goods_100m_yoy_diff1
macro_retail_sales_growth_rate_interp_pctchg1,macro_total_retail_sales_of_consumer_goods_100m_yoy_pctchg1
macro_retail_sales_growth_rate_interp_diff3,macro_total_retail_sales_of_consumer_goods_100m_yoy_diff3
macro_retail_sales_growth_rate_interp_pctchg3,macro_total_retail_sales_of_consumer_goods_100m_yoy_pctchg3
macro_retail_sales_growth_rate_interp_diff12,macro_total_retail_sales_of_consumer_goods_100m_yoy_diff12
macro_retail_sales_growth_rate_interp_pctchg12,macro_total_retail_sales_of_consumer_goods_100m_yoy_pctchg12
macro_retail_sales_growth_rate_yoy_diff1,macro_general_public_budget_revenue_100m_yoy_diff1
macro_retail_sales_growth_rate_yoy_diff3,macro_general_public_budget_revenue_100m_yoy_diff3
macro_retail_sales_growth_rate_yoy_diff12,macro_general_public_budget_revenue_100m_yoy_diff12
macro_retail_sales_growth_rate_yoy_pctchg12,macro_retail_sales_growth_rate_interp_pctchg12
macro_urban_consumer_price_index_previous_year_100_interp_pctchg1,macro_urban_consumer_price_index_previous_year_100_interp_diff1
macro_urban_consumer_price_index_previous_year_100_interp_pctchg3,macro_urban_consumer_price_index_previous_year_100_interp_diff3
macro_urban_consumer_price_index_previous_year_100_interp_diff12,macro_retail_sales_growth_rate_yoy_diff12
macro_urban_consumer_price_index_previous_year_100_interp_pctchg12,macro_urban_consumer_price_index_previous_year_100_interp_diff12
macro_urban_consumer_price_index_previous_year_100_yoy_diff1,macro_tertiary_industry_percent_yoy_diff1
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg1,macro_retail_sales_growth_rate_interp_diff1
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg1,macro_retail_sales_growth_rate_yoy_diff1
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg1,macro_retail_sales_growth_rate_yoy_pctchg1
macro_urban_consumer_price_index_previous_year_100_yoy_diff3,macro_tertiary_industry_percent_yoy_diff3
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg3,macro_retail_sales_growth_rate_interp_diff3
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg3,macro_retail_sales_growth_rate_yoy_diff3
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg3,macro_retail_sales_growth_rate_yoy_pctchg3
macro_urban_consumer_price_index_previous_year_100_yoy_diff12,macro_tertiary_industry_percent_yoy_pctchg12
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg12,macro_retail_sales_growth_rate_interp_diff12
macro_urban_consumer_price_index_previous_year_100_yoy_pctchg12,macro_retail_sales_growth_rate_yoy_pctchg12
macro_annual_average_wage_urban_non_private_employees_yuan_interp_pctchg1,macro_annual_average_wage_urban_non_private_employees_yuan_interp_diff1
macro_annual_average_wage_urban_non_private_employees_yuan_interp_pctchg3,macro_annual_average_wage_urban_non_private_employees_yuan_interp_diff3
macro_annual_average_wage_urban_non_private_employees_yuan_interp_pctchg12,macro_annual_average_wage_urban_non_private_employees_yuan_interp_diff12
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_diff1,macro_under_18_percent_yoy_pctchg1
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg1,macro_annual_average_wage_urban_non_private_employees_yuan_yoy_diff1
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_diff3,macro_under_18_percent_yoy_pctchg3
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg3,macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg1
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg3,macro_annual_average_wage_urban_non_private_employees_yuan_yoy_diff3
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg12,macro_annual_average_wage_urban_non_private_employees_yuan_interp_pctchg12
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg12,macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg3
macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg12,macro_annual_average_wage_urban_non_private_employees_yuan_yoy_diff12
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_diff1,macro_annual_average_wage_urban_non_private_employees_yuan_interp_pctchg1
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_pctchg1,macro_general_public_budget_expenditure_100m_interp_pctchg1
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_pctchg1,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_diff1
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_diff3,macro_annual_average_wage_urban_non_private_employees_yuan_interp_pctchg3
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_pctchg3,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_diff3
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_diff12,macro_annual_average_wage_urban_non_private_employees_yuan_yoy_pctchg12
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_pctchg12,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_diff12
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg1,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_diff1
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg3,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg1
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg3,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_diff3
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg12,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_pctchg12
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg12,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg3
macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg12,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_diff12
macro_per_capita_disposable_income_absolute_yuan_interp_diff1,macro_retail_sales_growth_rate_interp_pctchg1
macro_per_capita_disposable_income_absolute_yuan_interp_diff1,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_pctchg1
macro_per_capita_disposable_income_absolute_yuan_interp_pctchg1,macro_per_capita_disposable_income_absolute_yuan_interp_diff1
macro_per_capita_disposable_income_absolute_yuan_interp_diff3,macro_retail_sales_growth_rate_interp_pctchg3
macro_per_capita_disposable_income_absolute_yuan_interp_pctchg3,macro_per_capita_disposable_income_absolute_yuan_interp_diff3
macro_per_capita_disposable_income_absolute_yuan_interp_pctchg12,macro_per_capita_disposable_income_absolute_yuan_interp_diff12
macro_per_capita_disposable_income_absolute_yuan_yoy_diff1,macro_urban_consumer_price_index_previous_year_100_yoy_pctchg1
macro_per_capita_disposable_income_absolute_yuan_yoy_pctchg1,macro_per_capita_disposable_income_absolute_yuan_yoy_diff1
macro_per_capita_disposable_income_absolute_yuan_yoy_diff3,macro_urban_consumer_price_index_previous_year_100_yoy_pctchg3
macro_per_capita_disposable_income_absolute_yuan_yoy_pctchg3,macro_per_capita_disposable_income_absolute_yuan_yoy_diff3
macro_per_capita_disposable_income_absolute_yuan_yoy_diff12,macro_urban_consumer_price_index_previous_year_100_yoy_pctchg12
macro_per_capita_disposable_income_absolute_yuan_yoy_pctchg12,macro_per_capita_disposable_income_absolute_yuan_interp_pctchg12
macro_per_capita_disposable_income_index_previous_year_100_interp_pctchg1,macro_per_capita_disposable_income_index_previous_year_100_interp_diff1
macro_per_capita_disposable_income_index_previous_year_100_interp_pctchg3,macro_per_capita_disposable_income_index_previous_year_100_interp_diff3
macro_per_capita_disposable_income_index_previous_year_100_interp_diff12,macro_tertiary_industry_percent_interp_pctchg12
macro_per_capita_disposable_income_index_previous_year_100_interp_diff12,macro_per_capita_disposable_income_absolute_yuan_yoy_diff12
macro_per_capita_disposable_income_index_previous_year_100_interp_pctchg12,macro_per_capita_disposable_income_index_previous_year_100_interp_diff12
macro_per_capita_disposable_income_index_previous_year_100_yoy_diff1,macro_primary_industry_percent_yoy_diff1
macro_per_capita_disposable_income_index_previous_year_100_yoy_diff1,macro_per_capita_disposable_income_index_previous_year_100_interp_pctchg1
macro_per_capita_disposable_income_index_previous_year_100_yoy_pctchg1,macro_general_public_budget_expenditure_100m_yoy_diff1
macro_per_capita_disposable_income_index_previous_year_100_yoy_diff3,macro_primary_industry_percent_yoy_diff3
macro_per_capita_disposable_income_index_previous_year_100_yoy_diff3,macro_per_capita_disposable_income_index_previous_year_100_interp_pctchg3
macro_per_capita_disposable_income_index_previous_year_100_yoy_pctchg3,macro_general_public_budget_expenditure_100m_yoy_diff3
macro_per_capita_disposable_income_index_previous_year_100_yoy_diff12,macro_primary_industry_percent_interp_pctchg12
macro_per_capita_disposable_income_index_previous_year_100_yoy_diff12,macro_primary_industry_percent_yoy_diff12
macro_per_capita_disposable_income_index_previous_year_100_yoy_diff12,macro_per_capita_disposable_income_index_previous_year_100_interp_pctchg12
macro_per_capita_disposable_income_index_previous_year_100_yoy_pctchg12,macro_general_public_budget_expenditure_100m_yoy_diff12
macro_engel_coefficient_interp_pctchg1,macro_engel_coefficient_interp_diff1
macro_engel_coefficient_interp_pctchg3,macro_engel_coefficient_interp_diff3
macro_engel_coefficient_interp_pctchg12,macro_engel_coefficient_interp_diff12
macro_engel_coefficient_yoy_diff1,macro_per_capita_disposable_income_index_previous_year_100_yoy_diff1
macro_engel_coefficient_yoy_diff1,macro_engel_coefficient_interp_pctchg1
macro_engel_coefficient_yoy_pctchg1,macro_per_capita_disposable_income_index_previous_year_100_yoy_pctchg1
macro_engel_coefficient_yoy_diff3,macro_per_capita_disposable_income_index_previous_year_100_yoy_diff3
macro_engel_coefficient_yoy_diff3,macro_engel_coefficient_interp_pctchg3
macro_engel_coefficient_yoy_pctchg3,macro_general_public_budget_expenditure_100m_interp_pctchg3
macro_engel_coefficient_yoy_pctchg3,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_interp_pctchg3
macro_engel_coefficient_yoy_pctchg3,macro_per_capita_disposable_income_index_previous_year_100_yoy_pctchg3
macro_engel_coefficient_yoy_diff12,macro_per_capita_disposable_income_index_previous_year_100_yoy_diff12
macro_engel_coefficient_yoy_diff12,macro_engel_coefficient_interp_pctchg12
macro_engel_coefficient_yoy_pctchg12,macro_general_public_budget_expenditure_100m_interp_pctchg12
macro_engel_coefficient_yoy_pctchg12,macro_per_capita_disposable_income_index_previous_year_100_yoy_pctchg12
macro_per_capita_housing_area_sqm_interp_diff1,macro_total_retail_sales_of_consumer_goods_100m_interp_pctchg1
macro_per_capita_housing_area_sqm_interp_pctchg1,macro_per_capita_housing_area_sqm_interp_diff1
macro_per_capita_housing_area_sqm_interp_diff3,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_interp_pctchg3
macro_per_capita_housing_area_sqm_interp_diff3,macro_total_retail_sales_of_consumer_goods_100m_interp_pctchg3
macro_per_capita_housing_area_sqm_interp_pctchg3,macro_per_capita_housing_area_sqm_interp_diff3
macro_per_capita_housing_area_sqm_interp_pctchg12,macro_per_capita_housing_area_sqm_interp_diff12
macro_per_capita_housing_area_sqm_yoy_diff1,macro_urban_consumer_price_index_previous_year_100_interp_pctchg1
macro_per_capita_housing_area_sqm_yoy_diff1,macro_engel_coefficient_yoy_diff1
macro_per_capita_housing_area_sqm_yoy_diff3,macro_urban_consumer_price_index_previous_year_100_interp_pctchg3
macro_per_capita_housing_area_sqm_yoy_diff3,macro_engel_coefficient_yoy_diff3
macro_per_capita_housing_area_sqm_yoy_diff12,macro_urban_consumer_price_index_previous_year_100_interp_pctchg12
macro_per_capita_housing_area_sqm_yoy_diff12,macro_engel_coefficient_yoy_diff12
macro_per_capita_housing_area_sqm_yoy_pctchg12,macro_per_capita_housing_area_sqm_interp_pctchg12
macro_number_of_universities_interp_diff1,macro_per_capita_disposable_income_absolute_yuan_interp_pctchg1
macro_number_of_universities_interp_pctchg1,macro_number_of_universities_interp_diff1
macro_number_of_universities_interp_diff3,macro_per_capita_disposable_income_absolute_yuan_interp_pctchg3
macro_number_of_universities_interp_pctchg3,macro_number_of_universities_interp_diff3
macro_number_of_universities_interp_diff12,macro_annual_average_wage_urban_non_private_on_duty_employees_yuan_yoy_pctchg12
macro_number_of_universities_interp_pctchg12,macro_number_of_universities_interp_diff12
macro_number_of_universities_yoy_diff12,macro_engel_coefficient_yoy_pctchg12
macro_number_of_universities_yoy_pctchg12,macro_tertiary_industry_development_gdp_share_yoy_pctchg12
macro_university_students_10k_interp_diff1,macro_engel_coefficient_yoy_pctchg1
macro_university_students_10k_interp_diff1,macro_number_of_universities_interp_pctchg1
macro_university_students_10k_interp_pctchg1,macro_university_students_10k_interp_diff1
macro_university_students_10k_interp_diff3,macro_engel_coefficient_yoy_pctchg3
macro_university_students_10k_interp_diff3,macro_number_of_universities_interp_pctchg3
macro_university_students_10k_interp_pctchg3,macro_university_students_10k_interp_diff3
macro_university_students_10k_interp_pctchg12,macro_number_of_universities_yoy_diff12
macro_university_students_10k_interp_pctchg12,macro_university_students_10k_interp_diff12
macro_university_students_10k_yoy_pctchg1,macro_number_of_universities_yoy_diff1
macro_university_students_10k_yoy_pctchg1,macro_university_students_10k_yoy_diff1
macro_university_students_10k_yoy_pctchg3,macro_number_of_universities_yoy_diff3
macro_university_students_10k_yoy_pctchg3,macro_university_students_10k_yoy_diff3
macro_university_students_10k_yoy_diff12,macro_per_capita_housing_area_sqm_yoy_pctchg12
macro_university_students_10k_yoy_pctchg12,macro_university_students_10k_interp_pctchg12
macro_university_students_10k_yoy_pctchg12,macro_university_students_10k_yoy_diff12
macro_number_of_middle_schools_interp_pctchg1,macro_number_of_middle_schools_interp_diff1
macro_number_of_middle_schools_interp_pctchg3,macro_number_of_middle_schools_interp_diff3
macro_number_of_middle_schools_interp_diff12,macro_per_capita_disposable_income_absolute_yuan_yoy_pctchg12
macro_number_of_middle_schools_interp_pctchg12,macro_number_of_middle_schools_interp_diff12
macro_number_of_middle_schools_yoy_pctchg1,macro_per_capita_disposable_income_absolute_yuan_yoy_pctchg1
macro_number_of_middle_schools_yoy_pctchg1,macro_number_of_middle_schools_yoy_diff1
macro_number_of_middle_schools_yoy_diff3,macro_per_capita_housing_area_sqm_yoy_diff3
macro_number_of_middle_schools_yoy_pctchg3,macro_per_capita_disposable_income_absolute_yuan_yoy_pctchg3
macro_number_of_middle_schools_yoy_pctchg3,macro_number_of_middle_schools_yoy_diff3
macro_number_of_middle_schools_yoy_diff12,macro_per_capita_housing_area_sqm_yoy_diff12
macro_number_of_middle_schools_yoy_pctchg12,macro_number_of_middle_schools_interp_pctchg12
macro_number_of_middle_schools_yoy_pctchg12,macro_number_of_middle_schools_yoy_diff12
macro_middle_school_students_10k_interp_pctchg1,macro_middle_school_students_10k_interp_diff1
macro_middle_school_students_10k_interp_pctchg3,macro_middle_school_students_10k_interp_diff3
macro_middle_school_students_10k_interp_diff12,macro_number_of_universities_interp_pctchg12
macro_middle_school_students_10k_interp_pctchg12,macro_middle_school_students_10k_interp_diff12
macro_middle_school_students_10k_yoy_pctchg1,macro_middle_school_students_10k_yoy_diff1
macro_middle_school_students_10k_yoy_pctchg3,macro_middle_school_students_10k_yoy_diff3
macro_middle_school_students_10k_yoy_diff12,macro_national_economic_primacy_yoy_diff12
macro_middle_school_students_10k_yoy_pctchg12,macro_middle_school_students_10k_yoy_diff12
macro_number_of_primary_schools_interp_diff1,macro_tertiary_industry_percent_interp_pctchg1
macro_number_of_primary_schools_interp_diff1,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_interp_pctchg1
macro_number_of_primary_schools_interp_pctchg1,macro_number_of_primary_schools_interp_diff1
macro_number_of_primary_schools_interp_diff3,macro_tertiary_industry_percent_interp_pctchg3
macro_number_of_primary_schools_interp_pctchg3,macro_number_of_primary_schools_interp_diff3
macro_number_of_primary_schools_interp_pctchg12,macro_number_of_primary_schools_interp_diff12
macro_number_of_primary_schools_yoy_diff1,macro_per_capita_housing_area_sqm_yoy_diff1
macro_number_of_primary_schools_yoy_pctchg1,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_pctchg1
macro_number_of_primary_schools_yoy_pctchg3,macro_white_collar_service_vs_blue_collar_manufacturing_ratio_yoy_pctchg3
macro_number_of_primary_schools_yoy_pctchg12,macro_number_of_universities_yoy_pctchg12
macro_primary_school_students_10k_interp_diff1,macro_middle_school_students_10k_interp_pctchg1
macro_primary_school_students_10k_interp_pctchg1,macro_number_of_middle_schools_interp_pctchg1
macro_primary_school_students_10k_interp_pctchg1,macro_primary_school_students_10k_interp_diff1
macro_primary_school_students_10k_interp_diff3,macro_middle_school_students_10k_interp_pctchg3
macro_primary_school_students_10k_interp_pctchg3,macro_primary_school_students_10k_interp_diff3
macro_primary_school_students_10k_interp_diff12,macro_middle_school_students_10k_interp_pctchg12
macro_primary_school_students_10k_interp_pctchg12,macro_primary_school_students_10k_interp_diff12
macro_primary_school_students_10k_yoy_pctchg1,macro_primary_school_students_10k_yoy_diff1
macro_primary_school_students_10k_yoy_pctchg3,macro_primary_school_students_10k_yoy_diff3
macro_primary_school_students_10k_yoy_pctchg12,macro_primary_school_students_10k_yoy_diff12
macro_number_of_kindergartens_interp_diff1,macro_university_students_10k_interp_pctchg1
macro_number_of_kindergartens_interp_diff1,macro_primary_school_students_10k_interp_pctchg1
macro_number_of_kindergartens_interp_pctchg1,macro_number_of_kindergartens_interp_diff1
macro_number_of_kindergartens_interp_diff3,macro_university_students_10k_interp_pctchg3
macro_number_of_kindergartens_interp_diff3,macro_primary_school_students_10k_interp_pctchg3
macro_number_of_kindergartens_interp_pctchg3,macro_number_of_kindergartens_interp_diff3
macro_number_of_kindergartens_interp_diff12,macro_middle_school_students_10k_yoy_pctchg12
macro_number_of_kindergartens_interp_pctchg12,macro_number_of_kindergartens_interp_diff12
macro_number_of_kindergartens_yoy_pctchg1,macro_number_of_kindergartens_yoy_diff1
macro_number_of_kindergartens_yoy_pctchg3,macro_number_of_kindergartens_yoy_diff3
macro_number_of_kindergartens_yoy_diff12,macro_number_of_kindergartens_yoy_pctchg3
macro_number_of_kindergartens_yoy_pctchg12,macro_number_of_kindergartens_interp_pctchg12
macro_number_of_kindergartens_yoy_pctchg12,macro_number_of_kindergartens_yoy_pctchg1
macro_number_of_kindergartens_yoy_pctchg12,macro_number_of_kindergartens_yoy_diff12
macro_kindergarten_students_10k_interp_diff1,macro_number_of_kindergartens_interp_pctchg1
macro_kindergarten_students_10k_interp_pctchg1,macro_kindergarten_students_10k_interp_diff1
macro_kindergarten_students_10k_interp_diff3,macro_number_of_middle_schools_interp_pctchg3
macro_kindergarten_students_10k_interp_diff3,macro_number_of_kindergartens_interp_pctchg3
macro_kindergarten_students_10k_interp_pctchg3,macro_kindergarten_students_10k_interp_diff3
macro_kindergarten_students_10k_interp_pctchg12,macro_kindergarten_students_10k_interp_diff12
macro_kindergarten_students_10k_yoy_diff1,macro_18_60_years_10k_yoy_diff1
macro_kindergarten_students_10k_yoy_pctchg1,macro_18_60_years_10k_yoy_pctchg1
macro_kindergarten_students_10k_yoy_pctchg3,macro_18_60_years_10k_yoy_pctchg3
macro_kindergarten_students_10k_yoy_pctchg12,macro_kindergarten_students_10k_interp_pctchg12
macro_hospitals_health_centers_interp_pctchg1,macro_kindergarten_students_10k_interp_pctchg1
macro_hospitals_health_centers_interp_pctchg1,macro_hospitals_health_centers_interp_diff1
macro_hospitals_health_centers_interp_pctchg3,macro_hospitals_health_centers_interp_diff3
macro_hospitals_health_centers_interp_diff12,macro_number_of_kindergartens_yoy_pctchg12
macro_hospitals_health_centers_interp_pctchg12,macro_hospitals_health_centers_interp_diff12
macro_hospitals_health_centers_yoy_pctchg1,macro_hospitals_health_centers_yoy_diff1
macro_hospitals_health_centers_yoy_pctchg3,macro_hospitals_health_centers_yoy_diff3
macro_hospitals_health_centers_yoy_pctchg12,macro_hospitals_health_centers_yoy_diff12
macro_hospital_beds_10k_interp_pctchg1,macro_hospital_beds_10k_interp_diff1
macro_hospital_beds_10k_interp_pctchg3,macro_kindergarten_students_10k_interp_pctchg3
macro_hospital_beds_10k_interp_pctchg3,macro_hospital_beds_10k_interp_diff3
macro_hospital_beds_10k_interp_diff12,macro_primary_school_students_10k_interp_pctchg12
macro_hospital_beds_10k_interp_diff12,macro_primary_school_students_10k_yoy_pctchg12
macro_hospital_beds_10k_interp_pctchg12,macro_hospital_beds_10k_interp_diff12
